"","BLC_I","BLC_NAME","NADSKUPINA_ID","NADSKUPINA_NAME","SPU_ID","SPU_NAME","PU_ID","PU_NAME","POL_ID","POL_NAME","PRG_ID","PRG_NAME","POD_ID","POD_NAME","SPP2015","SPP2016","SPP2018"
"481","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",6,"LOKALNA SAMOUPRAVA",602,"Sofinanciranje dejavnosti obèin, ožjih delov obèin in zvez obèin",60201,"Finanèna izravnava obèinam",NA,35390668,1
"482","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA IN UPRAVLJANJE Z DENARNIMI SREDSTVI",2201,"Servisiranje domaèega dolga",220102,"Servisiranje obresti iz naslova domaèega dolga",NA,610045037.4,676635816
"483","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA IN UPRAVLJANJE Z DENARNIMI SREDSTVI",2202,"Servisiranje tujega dolga",220202,"Servisiranje obresti iz naslova tujega dolga",NA,449393426.1,289338891.6
"484","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA IN UPRAVLJANJE Z DENARNIMI SREDSTVI",2203,"Stroški financiranja in upravljanja z dolgom",220301,"Stroški financiranja in upravljanja z dolgom",NA,9800000,9100000
"485","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA IN UPRAVLJANJE Z DENARNIMI SREDSTVI",2204,"Upravljanje z denarnimi sredstvi",220401,"Upravljanje z denarnimi sredstvi",NA,2e+06,6e+06
"486","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",23,"INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI",2301,"Splošna proraèunska rezervacija",230102,"Rezerva za stroške migracij",NA,1.23e+08,NA
"487","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1620,"Finanèna uprava Republike Slovenije",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",205,"Finanèna administracija",20501,"Finanèna administracija",NA,130712025,136666635.6
"488","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1620,"Finanèna uprava Republike Slovenije",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180407,"Donacije za upravièence dela dohodnine",NA,4e+06,3967000
"489","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1714,"Policija",8,"NOTRANJE ZADEVE IN VARNOST",804,"Migracije in mednarodna zašèita",80401,"Migracije, mednarodna zašèita in integracija",NA,889000,1558400
"490","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",19,"MINISTRSTVO ZA OBRAMBO",1911,"Ministrstvo za obrambo",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180406,"Podpora nevladnim organizacijam na podroèju vojne zakonodaje",NA,1509520,1504520
"491","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",19,"MINISTRSTVO ZA OBRAMBO",1912,"Uprava RS za zašèito in reševanje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150102,"Prilagajanje podnebnim spremembam",NA,1752941,48000
"492","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",213,"MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO",2130,"Ministrstvo za gospodarski razvoj in tehnologijo",10,"TRG DELA IN DELOVNI POGOJI",1005,"APZ - Kreiranje delovnih mest",100501,"Kreiranje delovnih mest",NA,1029073.65,685886.15
"493","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",213,"MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO",2130,"Ministrstvo za gospodarski razvoj in tehnologijo",14,"PODJETNIŠTVO IN KONKURENÈNOST",1403,"Spodbude za rast in razvoj podjetij",140302,"Podpora malim in srednje velikim podjetjem",NA,9520000,6546190.47
"494","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",213,"MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO",2130,"Ministrstvo za gospodarski razvoj in tehnologijo",14,"PODJETNIŠTVO IN KONKURENÈNOST",1403,"Spodbude za rast in razvoj podjetij",140304,"Pospeševanje tehnološkega razvoja gospodarstva",NA,820666.44,4727619.04
"495","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",213,"MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO",2130,"Ministrstvo za gospodarski razvoj in tehnologijo",18,"KULTURA IN CIVILNA DRUŽBA",1802,"Ohranjanje kulturne dedišèine",180203,"Vojna grobišèa",NA,5e+05,480000
"496","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30302,"Èlanstvo v mednarodnih institucijah",NA,340000,340000
"497","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",5,"ZNANOST IN INFORMACIJSKA DRUŽBA",504,"Podpora tehnološkim razvojnim projektom",50402,"Znanstveno raziskovalno delo v kmetijstvu in gozdarstvu",NA,1291438,1398550
"498","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1101,"Urejanje sistema in podporne dejavnosti na podroèju kmetijstva, gozdarstva, ribištva in prehrane",110101,"Administracija na podroèju kmetijstva, gozdarstva, ribištva in prehrane",NA,9180188.67,8587424.92
"499","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110201,"Prilagajanje podnebnim spremembam",NA,1917246,837975
"500","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110202,"Evidence v podporo kmetijstva",NA,630000,NA
"501","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110203,"Strokovne naloge in svetovanje v kmetijstvu",NA,19902236,17209667
"502","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110204,"Prestrukturiranje in prenova kmetijske proizvodnje",NA,276660,NA
"503","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110205,"Ureditev kmetijskih trgov",NA,146467588,145394370
"504","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1102,"Kmetijstvo - Ukrepi za stabilizacijo trga",110206,"Promocija kmetijstva",NA,2679085,NA
"505","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1103,"Kmetijstvo - Ukrepi razvoja podeželja",110301,"Razvoj podeželja",NA,164051097,179360792
"506","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1103,"Kmetijstvo - Ukrepi razvoja podeželja",110302,"Zemljiške operacije razvoja podeželja",NA,2876587,NA
"507","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1103,"Kmetijstvo - Ukrepi razvoja podeželja",110303,"Podpora interesnemu povezovanju in izobraževanju",NA,472153,472153
"508","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1104,"Gozdarstvo",110401,"Obnova, nega, varstvo gozdov",NA,20639463,22400902
"509","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1104,"Gozdarstvo",110402,"Vzdrževanje gozdnih cest",NA,1275061,1273061
"510","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1105,"Ribištvo",110501,"Razvoj in upravljanje ribištva",NA,7157058,4527415
"511","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110604,"Ohranjanje biotske raznovrstnosti v kmetijstvu",NA,1000,1000
"512","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2330,"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",23,"INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI",2302,"Posebna proraèunska rezerva in programi pomoèi v primerih nesreè",230202,"Odprava posledic naravnih nesreè",NA,10000,10000
"513","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2331,"Agencija Republike Slovenije za kmetijske trge in razvoj podeželja",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1101,"Urejanje sistema in podporne dejavnosti na podroèju kmetijstva, gozdarstva, ribištva in prehrane",110101,"Administracija na podroèju kmetijstva, gozdarstva, ribištva in prehrane",NA,11305463,9551716.17
"514","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2336,"Inšpektorat Republike Slovenije za kmetijstvo, gozdarstvo, lovstvo in ribištvo",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1101,"Urejanje sistema in podporne dejavnosti na podroèju kmetijstva, gozdarstva, ribištva in prehrane",110102,"Nadzor na podroèju kmetijstva, gozdarstva, lovstva in ribištva",NA,3770756,3620550
"515","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110601,"Izboljšanje kakovosti hrane",NA,911192,1305264.87
"516","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110602,"Zdravstveno varstvo rastlin in živali",NA,16325342,16494610
"517","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110603,"Nadzor in monitoringi živil in krme",NA,18244314.32,18121042.03
"518","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1201,"Urejanje sistema in podporne dejavnosti na podroèju energetike",120101,"Urejanje in razvoj na podroèju energetike",NA,5788500,9829981
"519","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1202,"Oskrba z energijo in energetska uèinkovitost",120201,"Obnovljivi viri energije",NA,681800,3697727
"520","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1202,"Oskrba z energijo in energetska uèinkovitost",120202,"Uèinkovita raba energije",NA,60000,9462265
"521","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1203,"Gospodarjenje in raziskovanje mineralnih surovin",120301,"Gospodarjenje z mineralnimi surovinami",NA,17453250,11911300
"522","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130101,"Urejanje in razvoj na podroèju prometa in prometne infrastrukture",NA,8109340,7975958.6
"523","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130203,"Razvoj avtocestnega in cestnega omrežja",NA,45120770.07,25964733
"524","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130301,"Urejanje sistema železniškega prometa",NA,2038800,2667650
"525","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1304,"Zraèni promet in letališka infrastruktura",130401,"Razvoj letališè in letališke infrastrukture",NA,4606000,729300
"526","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1304,"Zraèni promet in letališka infrastruktura",130402,"Razvoj in upravljanje civilnega letalstva",NA,3967000,4127500
"527","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130501,"Razvoj pomorstva in prometa po celinskih vodah",NA,771000,1092130
"528","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130601,"Upravljanje prometne politike",NA,4237417.41,26366303.9
"529","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130602,"Zagotavljanje varnosti v cestnem prometu",NA,3550000,4380000
"530","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2430,"Ministrstvo za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130603,"Integriran sistem javnega potniškega prometa",NA,62678012,67500000
"531","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130101,"Urejanje in razvoj na podroèju prometa in prometne infrastrukture",NA,5130500,4110367
"532","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130201,"Upravljanje in tekoèe vzdrževanje državnih cest",NA,85279674,87343560
"533","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130202,"Investicijsko vzdrževanje in gradnja državnih cest",NA,87164000,138628383
"534","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130302,"Vzdrževanje javne železniške infrastrukture",NA,66497677.1,66158800
"535","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130303,"Investicijska dejavnost na železniški infrastrukturi",NA,132607916.2,211179187.5
"536","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130304,"Zagotavljanje varnosti v železniškem prometu",NA,45700000,4.6e+07
"537","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2431,"Direkcija Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130603,"Integriran sistem javnega potniškega prometa",NA,4.5e+07,48500000
"538","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2432,"Uprava Republike Slovenije za pomorstvo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130502,"Pristaniška infrastruktura",NA,3104189,3833311.56
"539","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2432,"Uprava Republike Slovenije za pomorstvo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130503,"Nadzor in varnost vodnega prometa",NA,4275319.52,5279390.75
"540","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2432,"Uprava Republike Slovenije za pomorstvo",19,"IZOBRAŽEVANJE IN ŠPORT",1904,"Srednje splošno in poklicno šolstvo",190403,"Izobraževanje in usposabljanje pomoršèakov",NA,2e+05,NA
"541","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2434,"Inšpektorat Republike Slovenije za infrastrukturo",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1201,"Urejanje sistema in podporne dejavnosti na podroèju energetike",120102,"Nadzor na podroèju energetike",NA,1484616,1468976
"542","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO",2434,"Inšpektorat Republike Slovenije za infrastrukturo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130102,"Nadzor na podroèju prometa",NA,2353000,2400626
"543","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30302,"Èlanstvo v mednarodnih institucijah",NA,846860,791991
"544","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1202,"Oskrba z energijo in energetska uèinkovitost",120203,"Proizvodnja energije in razvoj energetskih omrežij",NA,52800100,50009512
"545","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",14,"PODJETNIŠTVO IN KONKURENÈNOST",1401,"Urejanje sistema in podporne dejavnosti na podroèju spodbujanja podjetništva in konkurenènosti",140101,"Urejanje sistema na podroèju podjetništva in konkurenènosti",NA,1251200,1473444.73
"546","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",14,"PODJETNIŠTVO IN KONKURENÈNOST",1406,"Podpora prestrukturiranju finanènih in nefinanènih družb",140605,"Rudniki in sanacija rudarske škode",NA,550000,NA
"547","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150101,"Horizontalni ukrepi varstva okolja",NA,1690521.5,1886016
"548","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150102,"Prilagajanje podnebnim spremembam",NA,24045000,21836485
"549","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150106,"Podporne dejavnosti na podroèju okoljske politike",NA,11518611,11931769.68
"550","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",255,"MINISTRSTVO ZA OKOLJE IN PROSTOR",2550,"Ministrstvo za okolje in prostor",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1502,"Trajnostna raba voda in upravljanje z vodami",150201,"Upravljanje z vodami",NA,712953,141459.28
